_id	yomi	wordJpn	wordLao	typeLaoScript
433	いくら	いくら	ທໍ່ໃດ	thoh1 day
434	いくら	いくら	ເທົ່າໃດ	thao1 day
435	いくらか	いくらか	ຫນ້ອຍຫນຶ່ງ	hnohy2 hnueng1
436	いけ	池	ສະນ້ຳ	sa nam2
437	いけ	池	ຫນອງ	hnohng
438	いけない	いけない	ບໍ່ດີ	boh1 dii
439	いけぽちゃ	池ポチャ	ຕົກນ້ຳ	tok nam2
440	いけん	意見	ຄວາມເຫັນ	khwaam hhen
441	いご	以後	ຫລັງຈາກນັ້ນແລ້ວ	hlang jaak nan2 laew2
442	いさぎよい	潔い	ມີຄວາມຍິນດີ	mii khwaam nyin dii
443	いさましい	勇ましい	ກ້າ	kaa2
444	いさん	遺産	ມໍລະດົກ	moh la dok
445	いし	意思	ກຳລັງໃຈ	kam lang jay
446	いし	医師	ທ່ານຫມໍ	thaan1 hmoh
447	いし	医師	ນາຍຫມໍ	naay hmoh
448	いし	石	ຫີນ	hhiin
449	いし	意志	ເຈດຕະນາ	jeet ta naa
450	いじ	維持	ຮັກສາ	hak saa
451	いしき	意識	ຄິດ	khit
452	いしき	意識	ຄຶດ	khuet
453	いしく	石工	ຊ່າງກໍ່	xaang1 koh1
454	いじめる	苛める	ກົດຂີ່	kot hkii1
455	いじめる	苛める	ຂົ່ມເຫັງ	hkom1 hheng
456	いしゃ	医者	ດັອກເຕີ	do'k ter
457	いしゃ	医者	ທ່ານຫມໍ	thaan1 hmoh
458	いしゃ	医者	ແພດ	phaet
459	いじょう	以上	ກວ່າ	kwaa1
460	いじょう	異常	ບໍ່ທຳມະດາ	boh1 tham ma daa
461	いじょう	異常	ບໍ່ປົກກະຕິ	boh1 pok ka ti
462	いじわる	意地悪	ໃຈດຳ	jay dam
463	いす	椅子	ຕັ່ງ	tang1
464	いずみ	泉	ນ້ຳພຸ	nam2 phu
465	いすらえる	イスラエル	ອິດສະຣາແອນ	it sa raa aen
466	いすらえる	イスラエル	ອິດສະລາແອນ	it sa laa aen
467	いすらむきょう	イスラム教	ສາດສະຫນາອິດສະລາມ	saat sa hnaa it sa laam
468	いすらむきょうと	イスラム教徒	ຊາວອິດສະລາມ	xaaw it sa laam
469	いせえび	伊勢えび/イセエビ	ກຸ້ງມັງກອນ	kung2 mang kohn
470	いせき	移籍	ຍ້າຍ	nyaay2
471	いせき	遺跡	ບູຮານສະຖານ	buu haan sa htaan
472	いせき	遺跡	ສະຖານທີບູຮານ	sa htaan thii buu haan
473	いそいで	急いで	ໄວໆ	wai #
474	いそがしい	忙しい	ຄາວຽກ	khaa wiak
475	いそがしい	忙しい	ບໍ່ຫວ່າງ	boh1 hvaang1
476	いそがしい	忙しい	ວຽກຫລາຍ	wiak hlaay
477	いそぐ	急ぐ	ຟ້າວ	faaw2
478	いた	板	ກະດານ	ka daan
479	いた	板	ຂຽງ	hkiang
480	いたい	痛い	ປວດ	puat
481	いたい	痛い	ເຈັບ	jep
482	いたい	痛い	ແສບ	saep
483	いたいっ	痛いっ！	ໂອຍ	ooy
484	いたす	致す	ເຮັດ	het
485	いたずら	悪戯	ຂີ້ດື້	hkii2 deu2
486	いたずら	悪戯	ເຮັດຮ້າຍ	het haay2
487	いただきます	いただきます	ຂອບໃຈສຳລັບອາຫານ	hkohp jay sam lap aa hhaan
488	いただく	頂く	ໄດ້ຮັບ	dai2 hap
489	いたみどめ	痛み止め	ຢາແກ້ເຈັບ	yaa kae2 jep
490	いためる	炒める	ຂົ້ວ	hkua2
491	いためる	炒める	ຜັດ	hpat
492	いたりあ	イタリア	ອີຕາລີ	ii thaa lii
493	いたる	（～に）いたる	ເຖິງ	htoeng
494	いち	位置	ຕ່ຳແຫນງ	tam1 hnaeng
495	いち	一（=１）	ຫນຶ່ງ	hnueng1
496	いちがつ	１月	ເດືອນມັງກອນ	deuan mang kohn
497	いちがつ	１月	ເດືອນຫນຶ່ງ	deuan hnueng1
498	いちご	苺/イチゴ	ຫມາກສະຕໍເບີລີ້	hmaak sa toh ber lii2
499	いちじ	１時	ຊົ່ວຄາວ	xua1 khaaw
500	いちじ	１時	ຫນຶ່ງໂມງ	hnueng1 moong
501	いちじかん	１時間	ຊົ່ວໂມງດຽວ	xua1 moong diaw
502	いちどだけ	一度だけ	ພຽງຄັ້ງດຽວ	phiang khang2 diaw
503	いちば	市場	ຕະຫລາດ	ta hlaat
504	いちばん	一番	ທີສຸດ	thii sut
505	いちばん	一番	ທີຫນຶ່ງ	thii hnueng1
506	いちばんめ	一番目	ອັນດັບຫນຶ່ງ	an dap hnueng1
507	いちぶ	一部（分）	ສ່ວນຫນຶ່ງ	suan1 hnueng1
508	いちょう	胃腸	ກະເພາະກັບລຳໄສ້	ka pho' kap lam sai2
509	いちょうやく	胃腸薬	ຢາດີກະເພາະ	yaa dii ka pho'
510	いちりゅう	一流	ຊັ້ນທີ່ຫນຶ່ງ	xan2 thii1 hnueng1
511	いちりんしゃ	一輪車	ລົດຖີບກົງດຽວ	lot htiip kong diaw
512	いちわり	１割	ສິບເປີເຊັນ	sip per xen
513	いちわりびき	１割引き	ລຸດສິບເປີເຊັນ	lut sip per xen
514	いつ	いつ	ຍາມໃດ	nyaam day
515	いつ	いつ	ເມື່ອໃດ	meua1 day
516	いつ	いつ	ເວລາໃດ	wela day
517	いつ	通る	ໄປຜ່ານ	pai hpaan1
518	いっか	一家	ຄອບຄົວ	khohp khua
519	いつか	いつか	ບາງມື້	baang meu2
520	いつか	いつか	ມື້ໃດມື້ຫນຶ່ງ	meu2 day meu2 hnueng1
521	いつか	５日	ວັນທີຫ້າ	wan thii hhaa2
522	いっかいだけ	１回だけ	ເທື່ອດຽວ	theua1 diaw
523	いつくしむ	慈しむ	ຖະຫມອມຮັກ	hta hmohm hak
524	いっこ	１個	ອັນດຽວ	an diaw
525	いっこだけ	いっこだけ	ດຽວ	diaw
526	いっしょう	一生	ຕະຫລອດຊີວິດ	ta hloht xii wit
527	いっしょうけんめい	一生懸命	ພະຍາຍາມ	pha nyaa nyaam
528	いっしょうけんめい	一生懸命	ພະຍາຍາມເຕັມທີ່	pha nyaa nyaam tem thii1
529	いっしょに	一緒に	ດ້ວຍກັນ	duay2 kan
530	いっしょに	一緒に	ນຳກັນ	nam kan
531	いっしょに	一緒に	ພ້ອມກັນ	phohm2 kan
532	いったい	いったい	ເປັນຫຍັງ	pen hyang
533	いっち	一致	ຕົກລົງ	tok long
534	いつつ	五つ	ຫ້າອັນ	hhaa2 an
535	いってきます	行って来ます	ໄປກ່ອນເດີ້	pai kohn1 der2
536	いつでも	いつでも	ມື້ໃດກໍ່ໄດ້	meu2 day koh1 dai2
537	いつでも	いつでも	ເປັນປົກກະຕິ	pen pok ka ti
538	いつでも	いつでも	ເວລາຫຍັງກໍ່ໄດ້	wee laa hyang koh1 dai2
539	いっとう	一等	ຊັ້ນຫນຶ່ງ	xan2 hnueng1
540	いっとう	一等	ທີຫນຶ່ງ	thii hnueng1
541	いっぱい	いっぱい	ລາຍ	laay
542	いっぱい	いっぱい	ອີ່ມ	iim1
543	いっぱい	いっぱい	ເຕັມ	tem
544	いっぱん	一般	ທົ່ວໄປ	thua1 pai
545	いっぱんてき	一般的	ໂດຍທົ່ວໄປ	dooy thua1 pai
546	いっぱんに	一般に	ໂດຍທົ່ວໄປ	dooy thua1 pai
547	いっぱんめいし	一般名詞	ຄຳນາມທຳມະດາ	kham naam tham ma daa
548	いっぽう	一方	ດ້ານດຽວ	daan2 diaw
549	いっぽうつうこう	一方通行	ທາງດຽວ	thang diaw
550	いっぽうてき	一方的	ດ້ານຫນຶ່ງ	daan2 hnueng1
551	いっぽん	１本	ເສັ້ນດຽວ	sen2 diaw
552	いつも	いつも	ຕະລອດ	ta loht
553	いつも	いつも	ຕາມປົກກະຕິ	taam pok ka ti
554	いつも	いつも	ທຸກຄັ້ງ	thuk khang2
555	いつも	いつも	ສະເຫມີ	sa hmer
556	いつも	いつも	ເປັນປົກກະຕິ	pen pok ka ti
557	いつも	いつも	ເປັນປະຈຳ	pen pa jam
558	いてざ	射手座	ລາສີທະນູ	laa sii tha nuu
559	いでん	遺伝	ກຳມະພັນ	kam ma phan
560	いでん	遺伝	ເຊື້ອຊາດ	xeua2 xaat
561	いと	糸	ເສັ້ນດ້າຍ	sen2 daay2
562	いど	井戸	ນ້ຳສ້າງ	nam2 saang2
563	いど	井戸	ບໍ່ນ້ຳ	boh1 nam2
564	いど	緯度	ເສັ້ນຂະຫນານ	sen2 hka hnaan
565	いど	緯度	ເສັ້ນລະຕິຈູດ	sen2 la ti juut
566	いどう	移動	ເຄື່ອນທີ່	kheuan1 thii1
567	いとこ	いとこ	ລູກເອື້ອຍລູກນ້ອງ	luuk euay2 luuk nohng2
568	いどし	亥年	ປີກຸນ	pii kun
569	いとしい	いとしい	ທີ່ຮັກ	thii1 hak
570	いどむ	挑む	ທ້າທາຍ	thaa2 thaay
571	いない	（～て）いない	ຍັງບໍ່	nyang boh1
572	いない	以内	ບໍ່ເກີນ	boh1 kern
573	いない	以内	ຫນ້ອຍກວ່າ	hnohy2 kwaa1
574	いなか	いなか	ບ້ານນອກ	baan2 nohk
575	いなずま	稲妻	ຟ້າແມບເຫລື້ອມ	faa2 meap hleuam2
576	いぬ	犬/イヌ	ຫມາ	hmaa
577	いぬどし	戌年	ປີຈຳ	pii jam
578	いね	稲	ຕົ້ນເຂົ້າ	ton2 hkao2
579	いねかり	稲刈り	ກ່ຽວເຂົ້າ	kiaw1 hkao2
580	いねむりうんてん	居眠り運転	ຂັບລົດເຊືອກໄປ	hkap lot xeuak pai
581	いのしし	猪/イノシシ	ຫມູປ່າ	hmuu paa1
582	いのち	命	ຊີວິດ	xii wit
583	いのる	祈る	ຂໍໃຫ້	hkoh hhay2
584	いのる	（しあわせを）祈る	ພາວະນາ	phaa wa naa
585	いばる	いばる	ຖືຕົວ	hteu tua
586	いはん	違反	ຜິດກົດຫມາຍ	hpit kot hmaay
587	いびき	鼾	ສຽງກົນ	sian kon
588	いびきをかく	鼾をかく	ນອນກົນ	nohn kon
589	いぼ	イボ	ຂີ້ກະຕອດ	hkii2 ka toht
590	いほう	違法	ຜິດກົດຫມາຍ	hpit kot hmaay
591	いま	今	ດຽວນີ້	diaw nii2
592	いま	今	ຕອນນີ້	tohn nii2
593	いま	居間	ຫ້ອງຮັບແຂກ	hhohng2 hap hkaek
594	いま	居間	ຫ້ອງໂຖງ	hhohng2 htoong
595	いまでは	今では	ທຸກວັນນີ້	thuk wan nii2
596	いままで	今まで	ເມື່ອກ່ອນ	meua1 kohn1
597	いみ	意味	ຄວາມຫມາຍ	khwaam hmaay
598	いみ	意味	ຫມາຍຄວາມວ່າ	hmaay khwaam waa1
599	いみ	意味	ຫມາຍເຖິງ	hmaay htoeng
600	いみ	意味	ແປວ່າ	pae waa1
601	いも	芋	ມັນ	man
602	いもうと	妹	ນ້ອງສາວ	nohng2 saaw
603	いや	嫌	ບໍ່ຢາກ	boh1 yaak
604	いやがる	嫌がる	ຊັງ	xang
605	いやけがさす	嫌気がさす	ລຳຄານ	lam khaan
606	いやになる	嫌になる	ບໍ່ເອົາແລ້ວ	boh1 ao laew2
607	いやりんぐ	イヤ・リング	ຕ້າງຫູ	taang2 hhuu
608	いらい	依頼	ຂໍຮ້ອງ	hkoh hohng2
609	いらい	以来	ຕັ້ງແຕ່	tang2 tae1
610	いらいら	いらいら	ຄຽດ	khiat
611	いらく	イラク	ອີຣັກ	ii rak
612	いらく	イラク	ອີລັກ	ii lak
613	いらすとれーたー	イラストレーター	ນັກຂຽນພາບປະກອບ	nak hkian phaap pa kohp
614	いらっしゃいませ	いらっしゃいませ	ຍິນດີຕ້ອນຮັບ	nyin dii toh2 hap
615	いらっしゃる	いらっしゃる	ມາ	maa
616	いらっしゃる	いらっしゃる	ຢູ່	yuu1
617	いらっしゃる	いらっしゃる	ແມ່ນ	maen1
618	いらっしゃる	いらっしゃる	ໄປ	pai
619	いらない	要らない	ບໍ່ຈຳເປັນ	boh1 jam pen
620	いらない	要らない	ບໍ່ຕ້ອງການ	boh1 tohng2 kaan
621	いらない	要らない	ບໍ່ຢາກໄດ້	boh1 yaak dai2
622	いらない	要らない	ບໍ່ເອົາ	boh1 ao
623	いらん	イラン	ອີຣານ	ii raan
624	いりえ	入り江	ອ່າວ	aaw1
625	いりぐち	入り口	ທາງເຂົ້າ	thaang hkao2
626	いりたまご	炒り玉子	ໄຂ່ຂົ້ວ	hkai1 hkua2
627	いる	（～て）いる	ກຳລັງ	kam lang
628	いる	炒る	ຂົ້ວ	hkua2
629	いる	要る	ຈຳເປັນ	jam pen
630	いる	要る	ຕ້ອງການ	tohng2 kaan
631	いる	（～が）居る	ມີ	mii
632	いる	（～が）居る	ມີຢູ່	mii yuu1
633	いる	（～が）居る	ຢູ່	yuu1
634	いる	要る	ຢາກໄດ້	yaak dai2
635	いる	要る	ເອົາ	ao
636	いれずみ	入れ墨	ຮອຍສັກ	hohy sak
637	いれずみをいれる	（～に）入れ墨を入れる	ສັກລາຍ	sak laay
638	いれちがいになる	入れ違いになる	ສວນທາງກັນ	suan thaan kan
639	いれば	入れ歯	ແຂ້ວປອມ	hkaew2 pohm
640	いれる	（お茶を）入れる	ຊົງ(ຊາ)	xong
641	いれる	入れる	ເອົາໃສ່	ao say1
642	いれる	入れる	ໃສ່	say1
643	いろ	色	ສີ	sii
644	いろいろ	いろいろ	ຫລາຍຢ່າງ	hlaay yaang1
645	いろいろ	いろいろ	ຫລາຍສິ່ງຫລາຍຢ່າງ	hlaay sing1 hlaay yaang1
646	いろえんぴつ	色鉛筆	ສໍສີ	soh sii
647	いわ	岩	ກ້ອນຫີນ	kohn2 hhiin
648	いわう	祝う	ສະຫລອງ	sa hlohng
649	いわし	鰯	ປາຊາດິນ	paa xaa din
650	いん	員	ຄົນ	khon
651	いんかん	印鑑	ກາຈ້ຳ	kaa jam2
652	いんく	インク	ນ້ຳມຶກ	nam2 muek
653	いんげんまめ	インゲン豆	ຫມາກຖົ່ວຍາວ	hmaak htua1 nyaaw
654	いんさつ	印刷	ພິມ	phim
655	いんさつき	印刷機	ເຄື່ອງພິມ	kheuang1 phim
656	いんしょう	印章	ຕາຈ້ຳ	taa jam2
657	いんしょう	印象	ພາບຕິດຕາ	phaap tit taa
658	いんすたんと	インスタント	ສຳເລັດຮູບ	sam let huup
659	いんすたんとこーひー	インスタント・コーヒー	ກາເຟສຳເລັດຮູບ	kaa fee sam let huup
660	いんすたんとらーめん	インスタント・ラーメン	ຫມີ່ສຳເລັດຮູບ	hmii1 sam let huup
661	いんすたんとらーめん	インスタント・ラーメン	ຫມີ່ໄວໆ	hmii1 wai #
662	いんたーねっと	インターネット	ອິນເຕີເນັດ	in ter net
663	いんたーねっとかふぇ	インターネット・カフェ	ອິນເຕີເນັດຄາເຟ້	in ter net khaa fee2
664	いんたーほん	インターホン	ອິນເຕີຄອມ	in ter khohm
665	いんたい	引退	ກະສຽນ	ka sian
666	いんたい	引退	ອອກກິນເບັ້ຍບຳນານ	ohk kin bia'2 bam naan
667	いんたびゅー	インタビュー	ສຳພາດ	sam phaat
668	いんち	インチ	ນີ້ວ	niiw2
669	いんちき	インチキ	ຫລອກ	hlohk
670	いんちょう	院長	ຜູ້ອຳນວຍການໂຮງຫມໍ	hpuu2 am nuay kaan hoong hmoh
671	いんど	インド	ອິນເດຍ	in dia
672	いんどねしあ	インドネシア	ອິນໂດເນເຊຍ	in doo nee xia
673	いんどよう	インド洋	ມະຫາສະມຸດ​ອິນ​ເດຍ	ma kka sa mut in dia
674	いんない	院内	ໃນໂຮງຫມໍ	nay hoong hmoh
675	いんないかんせん	院内感染	ຕິດໂລກໃນໂຮງຫມໍ	tit look nay hoong hmoh
676	いんふるえんざ	インフルエンザ	ໄຂຫວັດໃຫຍ່	hkai hvat hyay1
677	いんふるえんざにかかる	インフルエンザにかかる	ເປັນໄຂຫວັດໃຫຍ່	pen hkai hvat hyay1
678	いんふれ	インフレ	ເງິນເຟີ້	ngoen fer2
679	いんぼいす	インボイス	ໃປສົ່ງເຄື່ອງ	pay song1 kheuang1
680	いんぽてんつ	インポテンツ	ຂ້ອຍບໍ່ເກັ່ງ	hkohy2 boh1 keng1
681	いんりょう	飲料	ເຄື່ອງດື່ມ	kheuang1 deum1
682	いんりょうすい	飲料水	ນ້ຳດື່ມ	nam2 deum1
683	う	う	ຈະ	ja
684	う	う	ຊິ	xi
685	う	う	ນຳກັນ	nam kan
686	う	う	ເຮົາມາພາກັນ	hao maa phaa kan
687	うあんごあけ	雨安居明け	ວັນອອກພັນສາ	wan ohk phan saa
688	うあんごいり	雨安居入り	ວັນເຂົ້າພັນສາ	wan hkao2 phan saa
689	ういすきー	ウイスキー	ເຫລົ້າວິສະກີ້	hlao2 wi sa kii2
690	ういんどうず	ウインドウズ	ປ່ອງຢ້ຽມ	pohng1 yiam2
691	ういんなー	ウインナー	ໄສ້ກອກເຮັດດວ້ຍຊີ້ນງົວແລະຫມູ	sai2 kohk het dwy2 xiin2 ngua le' hmuu
692	うーん	ウーン	ອັນນາ	an naa
693	うえ	飢え	ຄວາມອຶດຢາກ	khwaam ued yaak
694	うえ	上	ທາງເທິງ	thaang thoeng
695	うえ	上	ເທິງ	thoeng
696	うえいたー	ウエイター	ພະນັກງານເສີບ	pha nak ngaan serp
697	うえいたー	ウエイター	ເດັກເສີບ	dek serp
698	うえいとれす	ウエイトレス	ພະນັກງານເສີບ	pha nak ngaan serp
699	うえいとれす	ウエイトレス	ເດັກເສີບ	dek serp
700	うえーぶ	ウエーブ	ຄື້ນຜົມ	kheun2 hpom
701	うえきしょくにん	植木職人	ຊ່າງສວນ	xaang1 suan
702	うえきばさみ	植木ばさみ	ມິດຕັດຫ້ຍາ	mit tat hyaa2
703	うえすと	ウエスト	ແອວ	aew
704	うえる	植える	ປູກ	puuk
705	うえる	飢える	ອຶດຢາກ	uet yaak
706	うお	魚	ປາ	paa
707	うおいちば	魚市場	ຕະຫລາດປາ	ta hlaat paa
708	うおざ	魚座	ລາສີມິນ	laa sii min
709	うがい	うがい	ບ້ວນປາກ	buan2 paak
710	うがい	うがい	ມ້ວນປາກ	muan2 paak
711	うかがう	伺う	ຖາມ	htaam
712	うかがう	伺う	ຢ້ຽມຢາມ	yiam2 yaam
713	うかがう	伺う	ໄປຢ້ຽມຢາມ	pai yiam2 yaam
714	うかぶ	浮かぶ	ລອຍ	lohy
715	うがんだ	ウガンダ	ອູການດາ	uu kaan daa
716	うき	雨季	ຍາມຝົນ	nyaam hfon
717	うき	雨季	ລະດູຝົນ	la duu hfon
718	うく	浮く	ລອຍ	lohy
719	うくらいな	ウクライナ	ອູແກຣນ	uu kraen
720	うけい	う形	ຮູບຕັ້ງໃຈ	huup tang2 jay
721	うけつけ	受付	ບ່ອນຕ້ອນຮັບ	bohn1 tohn2 hap
722	うけつけ	受付	ພະນັກງານຕ້ອນຮັບ	pa nak ngaan tohn2 hep
723	うけつける	受け付ける	ຮັບ	hap
724	うけとり	受取	ໃບຮັບ	bay hap
725	うけとりにん	受取人	ຜູ້ຮັບຈົດຫມາຍ	hpuu2 hap jot hmaay
726	うけとる	受け取る	ຮັບ	hap
727	うけとる	受け取る	ເອົາ	ao
728	うけとる	受け取る	ໄດ້ຮັບ	dai2 hap
729	うける	受ける	ຮັບ	hap
730	うごかす	動かす	ຍ້າຍ	nyaay2
731	うごき	動き	ການປະຕິບັດ	kaan pa ti bat
